category,page_url,page_title,content_id,guidance_proposition_id,guidance_proposition_text,section_locator,source_paragraphs,comparison_id,relationship,confidence,cosine_score,bert_score_f1,explanation,assessment_status,coverage_result,candidate_count,reportable_comparison_count,ungrounded_candidate_count,law_proposition_id,law_proposition_text,law_source_record_id,law_name,law_url,law_provision_url,law_short_name,law_label,law_fragment_locator
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-51,A farmer is responsible for taking precautions to prevent and contain spillages wherever fuel oil is stored on their land.,,Wherever fuel oil is stored on your land you're responsible for taking precautions to prevent and contain spillages – for example by fitting an alarm to alert you to overfilling.,,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,3,0,3,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-52,Agricultural fuel oil must be stored in a tank or drum that meets ISO 9000.,,You can store fuel oil in one location or spread across your farm. It must be stored in a tank or drum that meets ISO 9000.,m-6d90c8fb,CONFLICTS,high,0.7011,,"The law requires storage in a tank satisfying Schedule 3 requirements; the guidance asserts ISO 9000 compliance as the standard. Both sit within the same agricultural fuel storage regulatory framework and the guidance substitutes a different standard (ISO 9000) for the legally mandated one (Schedule 3), positively asserting a contradictory rule.",COMPLETE,HAS_REPORTABLE_COMPARISON,4,1,3,bcand:0fa90cee11471cda,Fuel oil on farms must be stored in a fuel storage tank within a storage area or facility that satisfies the requirements of Schedule 3.,lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/regulation/5/1,,,regulation:5:paragraph:1:subparagraph:a
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-53,"No part of an agricultural fuel oil installation can be within 10 metres of inland or coastal waters, including yard drains, dry ditches and land drains.",section:agricultural-fuel-oil,"No part of your installation can be within 10 metres of inland or coastal waters – including yard drains, dry ditches and land drains.",m-619b3efd,GUIDANCE_BROADER,high,0.7887,,"The law limits the 10-metre zone to waters 'that fuel oil could enter if it were to escape,' whereas the guidance applies the rule unconditionally to all inland or coastal waters including yard drains, dry ditches and land drains, without the qualifying escape-risk condition. The guidance also extends the prohibition to 'yard drains, dry ditches and land drains,' which may fall outside the statutory definition of inland freshwaters or coastal waters, making the guidance broader than the statutor",COMPLETE,HAS_REPORTABLE_COMPARISON,1,1,0,bcand:ad86e31a4b211ed2,No part of the fuel storage area or the bund enclosing it may be situated within 10 metres of any inland freshwaters or coastal waters that fuel oil could enter if it were to escape.,lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/schedule/3/paragraph/7,,,schedule:3:paragraph:7
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-54,Underground agricultural fuel oil tanks must follow the Defra groundwater protection code.,,"If tanks are underground, they must also follow the Department for Environment, Food & Rural Affairs (Defra) groundwater protection code.",,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,2,0,2,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-55,An agricultural fuel oil tank or drum must be surrounded by a secondary containment structure or bund.,section:agricultural-fuel-oil,A tank or drum must be surrounded by a secondary containment structure or bund.,m-5ff83c8d,GROUNDED,high,0.7031,,"Schedule 3, paragraph 4 directly requires every part of a fuel storage tank to be situated within a bund, which accurately reflects the guidance that a tank must be surrounded by a secondary containment structure or bund.",COMPLETE,HAS_REPORTABLE_COMPARISON,7,2,5,bcand:c8020c60c33d7c96,Every part of any fuel storage tank must be situated within the bund.,lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/schedule/3/paragraph/4,,,schedule:3:paragraph:4
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-55,An agricultural fuel oil tank or drum must be surrounded by a secondary containment structure or bund.,section:agricultural-fuel-oil,A tank or drum must be surrounded by a secondary containment structure or bund.,m-67d2d1e2,GROUNDED,high,0.6794,,"Regulation 5(1)(a) is the operative obligation requiring farm fuel oil to be stored in a tank within a facility satisfying Schedule 3 (which mandates bunding), making it the correct legal basis for the guidance.",COMPLETE,HAS_REPORTABLE_COMPARISON,7,2,5,bcand:0fa90cee11471cda,Fuel oil on farms must be stored in a fuel storage tank within a storage area or facility that satisfies the requirements of Schedule 3.,lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/regulation/5/1,,,regulation:5:paragraph:1:subparagraph:a
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-56,The bund for an agricultural fuel oil store must have a life expectancy of at least 20 years with maintenance.,,"The bund must:
have a life expectancy of at least 20 years with maintenance
be impermeable to oil and water (walls and base), with no drain-down pipe
contain every part of the tank, with taps and valves directed down and locked shut when not in use
contain delivery pipes that are permanently attached to the primary tank, which must be fitted with self-closing taps or valves and locked inside when not in use",m-fe88d809,GROUNDED,high,0.6912,,"The neighbouring proposition explicitly states the bund must be impermeable in both its walls and base, resolving the concern that the base impermeability requirement was omitted; together the two propositions cover what the law requires.",COMPLETE,HAS_REPORTABLE_COMPARISON,6,1,5,bcand:668a0f452928ab85,"The bund and the base of the area must be designed and constructed so that they are of sufficient strength and structural integrity that, with proper maintenance, they are likely to remain impermeable to water and oil for at least 20 years.",lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/schedule/3/paragraph/3,,,schedule:3:paragraph:3:subparagraph:b
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-57,"The bund for an agricultural fuel oil store must be impermeable to oil and water in its walls and base, with no drain-down pipe.",,"The bund must:
have a life expectancy of at least 20 years with maintenance
be impermeable to oil and water (walls and base), with no drain-down pipe
contain every part of the tank, with taps and valves directed down and locked shut when not in use
contain delivery pipes that are permanently attached to the primary tank, which must be fitted with self-closing taps or valves and locked inside when not in use",m-b9bfc9d5,GUIDANCE_BROADER,high,0.71,,"The law requires impermeability to water and oil in the bund and base, which the guidance reflects; however, the guidance adds the requirement of 'no drain-down pipe,' which exceeds what this clause states, making the guidance broader than the statutory minimum without contradicting it.",COMPLETE,HAS_REPORTABLE_COMPARISON,4,1,3,bcand:2a2acb853981119c,The bund and the base of the area must be impermeable to water and oil.,lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/schedule/3/paragraph/3,,,schedule:3:paragraph:3:subparagraph:a
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-58,"The bund for an agricultural fuel oil store must contain every part of the tank, with taps and valves directed down and locked shut when not in use.",,"The bund must:
have a life expectancy of at least 20 years with maintenance
be impermeable to oil and water (walls and base), with no drain-down pipe
contain every part of the tank, with taps and valves directed down and locked shut when not in use
contain delivery pipes that are permanently attached to the primary tank, which must be fitted with self-closing taps or valves and locked inside when not in use",m-52e3babf,GUIDANCE_BROADER,high,0.7726,,"The law requires taps and valves to be within the bund, which the guidance reflects. However, the guidance adds the additional requirements that taps and valves be 'directed down and locked shut when not in use' — these conditions go beyond what the law clause states, making the guidance broader than the legal minimum. The guidance also states the bund must contain 'every part of the tank', which is not addressed by this clause alone.",COMPLETE,HAS_REPORTABLE_COMPARISON,1,1,0,bcand:ac1854e7a3c845d5,Any tap or valve permanently fixed to a fuel storage tank through which fuel oil can be discharged to the open must also be within the bund.,lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/schedule/3/paragraph/5,,,schedule:3:paragraph:5:subparagraph:a
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-59,The bund must contain delivery pipes that are permanently attached to the primary tank; those pipes must be fitted with self-closing taps or valves and locked inside when not in use.,,"The bund must:
have a life expectancy of at least 20 years with maintenance
be impermeable to oil and water (walls and base), with no drain-down pipe
contain every part of the tank, with taps and valves directed down and locked shut when not in use
contain delivery pipes that are permanently attached to the primary tank, which must be fitted with self-closing taps or valves and locked inside when not in use",m-9037ba39,GUIDANCE_BROADER,high,0.7691,,"This clause requires permanently attached flexible pipes to be locked within the bund when not in use, which the guidance reflects. However, the guidance adds the requirement that pipes must be fitted with self-closing taps or valves, which is not stated in this clause, making the guidance broader than the statutory minimum.",COMPLETE,HAS_REPORTABLE_COMPARISON,2,1,1,bcand:caac8146813baa12,"Where fuel from a tank is delivered through a permanently attached flexible pipe, the pipe must be locked in a way that ensures it is kept within the bund when not in use.",lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/schedule/3/paragraph/6,,,schedule:3:paragraph:6:subparagraph:b
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-6,A new or substantially changed store must have an expected lifespan of at least 20 years with maintenance; any part of a silage effluent tank that is underground must last 20 years without maintenance.,,"A new or substantially changed store must:
follow the specific rules for the substance you're storing
have an expected lifespan of at least 20 years with maintenance – any part of a silage effluent tank that's underground must last 20 years without maintenance
be at least 10 metres clear of inland or coastal waters – you may need a larger safety zone in some cases, for example near a water supply intake",m-3d54f589,GROUNDED,medium,0.764,,"This clause requires slurry storage tanks, effluent tanks, channels, pipes and reception pits to last at least 20 years with proper maintenance, which aligns with the guidance's first claim that a new or substantially changed store must have an expected lifespan of at least 20 years with maintenance. The match is medium confidence because the guidance says 'store' generically while the law clause is specific to slurry/effluent infrastructure.",COMPLETE,HAS_REPORTABLE_COMPARISON,2,2,0,bcand:17b7cfc3401a7ee1,"The slurry storage tank and any effluent tank, channels, pipes and reception pit must be designed and constructed so that, with proper maintenance, they are likely to continue to satisfy the requirements of paragraphs 2 to 4 for at least 20 years.",lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/schedule/2/paragraph/8,,,schedule:2:paragraph:8
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-6,A new or substantially changed store must have an expected lifespan of at least 20 years with maintenance; any part of a silage effluent tank that is underground must last 20 years without maintenance.,,"A new or substantially changed store must:
follow the specific rules for the substance you're storing
have an expected lifespan of at least 20 years with maintenance – any part of a silage effluent tank that's underground must last 20 years without maintenance
be at least 10 metres clear of inland or coastal waters – you may need a larger safety zone in some cases, for example near a water supply intake",m-afb31dcf,GROUNDED,high,0.7408,,"This clause directly states that where any part of an effluent tank is below ground level, it must satisfy structural integrity and impermeability requirements for at least 20 years without maintenance — precisely matching the guidance's second claim about underground parts of silage effluent tanks.",COMPLETE,HAS_REPORTABLE_COMPARISON,2,2,0,bcand:5cb952f51f42ed5e,"Where any part of an effluent tank is below ground level, the tank must be designed and constructed so that it is likely to continue to satisfy the structural integrity and impermeability requirements of paragraphs 4 and 5 for at least 20 years without maintenance.",lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/schedule/1/paragraph/9,,,schedule:1:paragraph:9
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-60,A farmer must dispose of any waste fuel oil or mix of oil and water that collects in the bund without causing pollution.,section:agricultural-fuel-oil,You must dispose of any waste fuel oil or mix of oil and water that collects in the bund without causing pollution.,,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,2,0,2,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-61,"The Environment Agency can serve a notice to stop a farmer using an unsuitable silage, slurry or agricultural fuel oil store until it is improved or relocated, if there is a significant risk of pollution.",,"The Environment Agency can serve a notice to stop you using an unsuitable silage, slurry or agricultural fuel oil store until it's improved or relocated. They'll do this if they think there's a significant risk of pollution – for example if you've not allowed enough capacity to store slurry.",m-236b09e0,GUIDANCE_BROADER,high,0.6861,,"Regulation 7(1) grants the Agency power to serve a notice requiring works, precautions or other steps without specifying a threshold of 'significant risk of pollution'; the guidance adds that condition, raising the bar above what the statutory text expressly states. Under Rule 4, this is GUIDANCE_BROADER rather than CONFLICTS.",COMPLETE,HAS_REPORTABLE_COMPARISON,6,1,5,bcand:23630cf4a53b5fc8,"The Agency may serve a notice on a person who has custody or control of silage, slurry or fuel oil, or is responsible for the silo, slurry storage system or fuel oil storage tank, in circumstances in which these Regulations apply, requiring that person to carry out works, or take precautions or other steps, specified in the notice.",lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/regulation/7/1,,,regulation:7:paragraph:1
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-62,A farmer served a notice must be given at least 28 days to carry out the required work.,,"You'll have at least 28 days to carry out the work. You may be allowed more time, for example if you need planning permission or the weather is unsuitable.",m-4c938925,GROUNDED,high,0.6912,,"The law clause states the compliance period in a notice requiring works is 28 days, which directly and accurately reflects the guidance that a farmer served a notice must be given at least 28 days to carry out the required work. The guidance accurately restates this statutory requirement.",COMPLETE,HAS_REPORTABLE_COMPARISON,3,1,2,bcand:bbe74ed3ca233831,The period for compliance stated in a notice requiring works is 28 days.,lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/regulation/7/4,,,regulation:7:paragraph:4:subparagraph:a
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-63,A farmer wishing to appeal against a notice must do so within 28 days from the day after the notice was served.,section:if-youre-served-a-notice,"If you disagree with the notice, you can appeal. You have 28 days from the day after the notice was served.",,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,2,0,2,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-64,An appeal against a notice must be made in writing to the Secretary of State for the Environment and Rural Affairs.,section:if-youre-served-a-notice,Appeal in writing to the Secretary of State. | Your letter must explain why you're appealing.,,,,,,,COMPLETE,NO_CANDIDATES_FOUND,0,0,0,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-65,"The rules for silage, slurry and agricultural fuel oil storage are based on the Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations (SSAFO regulations).",section:legislation,"These rules are based on the Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations – known as the SSAFO regulations – and related legislation.",,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,15,0,15,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-7,A new or substantially changed store must be at least 10 metres clear of inland or coastal waters.,,"A new or substantially changed store must:
follow the specific rules for the substance you're storing
have an expected lifespan of at least 20 years with maintenance – any part of a silage effluent tank that's underground must last 20 years without maintenance
be at least 10 metres clear of inland or coastal waters – you may need a larger safety zone in some cases, for example near a water supply intake",m-e6ff49a6,GUIDANCE_INCOMPLETE,medium,0.696,,"The law requires that no part of the fuel storage area or its bund may be within 10 metres of inland freshwaters or coastal waters that fuel oil could enter if it escaped. The guidance states the store must be at least 10 metres clear, which broadly matches but omits the bund element and the qualifying condition ('that fuel oil could enter if it were to escape'), making it incomplete.",COMPLETE,HAS_REPORTABLE_COMPARISON,7,1,6,bcand:ad86e31a4b211ed2,No part of the fuel storage area or the bund enclosing it may be situated within 10 metres of any inland freshwaters or coastal waters that fuel oil could enter if it were to escape.,lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/schedule/3/paragraph/7,,,schedule:3:paragraph:7
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-8,"An installation built before March 1991, or where a construction contract was entered into before March 1991 and completed before September 1991, is exempt from the rules for new stores.",,"If your installation was built before March 1991, or a contract for construction was entered into before March 1991 and completed before September 1991, it's exempt from the rules for new stores. However, if you make substantial changes, for example structural changes, increasing capacity or relocating your store, it is no longer exempt.",,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,6,0,6,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-9,"An installation built before March 1991 that is subject to substantial changes — for example structural changes, increasing capacity or relocating the store — is no longer exempt from the rules for new stores.",,"If your installation was built before March 1991, or a contract for construction was entered into before March 1991 and completed before September 1991, it's exempt from the rules for new stores. However, if you make substantial changes, for example structural changes, increasing capacity or relocating your store, it is no longer exempt.",m-e9451f70,GROUNDED,medium,0.6574,,"The exemption in Regulation 6(1)(c)(ii) is conditional on construction/substantial enlargement/reconstruction having been commenced before 1 March 1991 and completed before 1 September 1991. The guidance accurately conveys that undertaking substantial changes (structural changes, increasing capacity, relocating) to a pre-1991 installation removes the exemption, which is the direct legal consequence when those conditions cease to apply.",COMPLETE,HAS_REPORTABLE_COMPARISON,5,1,4,bcand:c278c203f901ce9d,"An exemption applies in relation to a structure on which construction, substantial enlargement or substantial reconstruction work was commenced before 1st March 1991, and the work was completed before 1st September 1991.",lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/regulation/6/1,,,regulation:6:paragraph:1:subparagraph:c:item:ii
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-1,"A person who uses any manufactured fertilisers, manures or other materials that contain nitrogen on agricultural land in a nitrate vulnerable zone (NVZ) must follow the NVZ nitrogen fertiliser guidance.",section:intro,"You must follow this guidance if you use any manufactured fertilisers, manures or other materials that contain nitrogen on agricultural land in a nitrate vulnerable zone ( NVZ ).",,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,15,0,15,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-10,A land manager growing grass to achieve a protein content of at least 16% in the dried product may use nitrogen up to the level recommended in writing by a FACTS-qualified adviser.,,You can use nitrogen up to the level recommended in writing by a FACTS-qualified adviser if you're growing grass to achieve a protein content of at least 16% in the dried product.,m-f9d5066a,GROUNDED,high,0.7078,,"The surrounding guidance explicitly states the 700kg/ha irrigated and 500kg/ha non-irrigated absolute caps that were identified as missing, directly resolving the specific concern in the original verdict.",COMPLETE,HAS_REPORTABLE_COMPARISON,15,3,12,bcand:96df77c061b4b3c3,"The occupier of a holding may spread or permit the spreading of nitrogen in an amount advised by a FACTS adviser, even if that amount exceeds the amount otherwise permitted for grass under regulation 12, provided the occupier is acting on the written advice of a FACTS adviser and subject to paragraph (3).",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/13/2,,,regulation:13:paragraph:2
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-10,A land manager growing grass to achieve a protein content of at least 16% in the dried product may use nitrogen up to the level recommended in writing by a FACTS-qualified adviser.,,You can use nitrogen up to the level recommended in writing by a FACTS-qualified adviser if you're growing grass to achieve a protein content of at least 16% in the dried product.,m-e70cde52,GUIDANCE_INCOMPLETE,high,0.6881,,"Regulation 13(3)(a) imposes an absolute ceiling of 700 kg/ha for irrigated grass, which the guidance does not mention. The guidance omits this constraint, making it incomplete relative to the full regulatory picture.",COMPLETE,HAS_REPORTABLE_COMPARISON,15,3,12,bcand:d3fe57e7cc30ab5c,The total amount of nitrogen which the occupier may spread on any given hectare must not exceed 700 kg if the grass is irrigated.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/13/3,,,regulation:13:paragraph:3:subparagraph:a
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-10,A land manager growing grass to achieve a protein content of at least 16% in the dried product may use nitrogen up to the level recommended in writing by a FACTS-qualified adviser.,,You can use nitrogen up to the level recommended in writing by a FACTS-qualified adviser if you're growing grass to achieve a protein content of at least 16% in the dried product.,m-df360fdf,GUIDANCE_INCOMPLETE,high,0.6778,,"Regulation 13(3)(b) imposes an absolute ceiling of 500 kg/ha for non-irrigated grass, which the guidance does not mention. Like 13(3)(a), the guidance omits this constraint.",COMPLETE,HAS_REPORTABLE_COMPARISON,15,3,12,bcand:eaa393f05c361c35,The total amount of nitrogen which the occupier may spread on any given hectare must not exceed 500 kg if the grass is not irrigated.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/13/3,,,regulation:13:paragraph:3:subparagraph:b
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-11,"If the land is irrigated, a land manager must not use more than 700kg of nitrogen per hectare.",section:how-much-nitrogen-you-can-apply-to-your-crops,"If the land is irrigated, you must not use more than 700kg of nitrogen per hectare.",m-1e9b629a,GROUNDED,high,0.7201,,"The law sets a 700kg nitrogen per hectare limit for irrigated land, which is precisely what the guidance states. The guidance simplifies slightly by saying 'land' rather than specifying grass, but the core regulatory proposition is accurately reflected.",COMPLETE,HAS_REPORTABLE_COMPARISON,7,1,6,bcand:d3fe57e7cc30ab5c,The total amount of nitrogen which the occupier may spread on any given hectare must not exceed 700 kg if the grass is irrigated.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/13/3,,,regulation:13:paragraph:3:subparagraph:a
